start_lat,start_lon,t_onset,stroke_type,optimal_action,optimal_action_reward,travel_time_optimal,nearest_hospital_action,nearest_hospital_reward,travel_time_nh,heuristic_1_action,heuristic_1_reward,travel_time_h1,heuristic_2_action,heuristic_2_reward,travel_time_h2
37.97499999997332,-121.76138888884368,48.54678104995399,HEMORRHAGIC,ROUTE_RegionalMedicalCenterofSanJose,0.3328921884655029,76.15166666666667,ROUTE_AntiochMedicalCenter,0.3167519273765574,8.693333333333333,ROUTE_RegionalMedicalCenterofSanJose,0.3328921884655029,76.15166666666667,ROUTE_RegionalMedicalCenterofSanJose,0.3328921884655029,76.15166666666667
37.71916666663979,-122.42972222217756,102.54444225887039,HEMORRHAGIC,ROUTE_KaiserPermanenteRedwoodCity,0.33034013525793077,33.29833333333333,ROUTE_CPMCMissionBernalCampus,0.31720184865779716,8.371666666666666,ROUTE_KaiserPermanenteRedwoodCity,0.33034013525793077,33.29833333333333,ROUTE_KaiserPermanenteSouthSanFranciscoMedicalCenter,0.32798251456661054,16.94
38.08777777775119,-122.20249999995517,160.2441695203321,LVO,ROUTE_ChineseHospital,0.24418294143999997,50.38,ROUTE_WalnutCreekMedicalCenter,0.24418294143999997,26.858333333333334,ROUTE_KaiserPermanenteRedwoodCity,0.24418294143999997,80.35666666666665,ROUTE_KaiserPermanenteSouthSanFranciscoMedicalCenter,0.24418294143999997,65.88666666666667
37.67055555552864,-122.05861111106614,233.0906721623951,MIMIC,ROUTE_ChineseHospital,0.24418294143999997,44.306666666666665,ROUTE_FairmontRehabilitationandWellness,0.24418294143999997,19.533333333333335,ROUTE_KaiserPermanenteRedwoodCity,0.24418294143999997,36.27833333333333,ROUTE_KaiserPermanenteRedwoodCity,0.24418294143999997,36.27833333333333
37.69472222219533,-121.866111111066,228.49624932291215,LVO,ROUTE_ChineseHospital,0.24418294143999997,51.56666666666667,ROUTE_WalnutCreekMedicalCenter,0.24418294143999997,26.205,ROUTE_RegionalMedicalCenterofSanJose,0.24418294143999997,40.04,ROUTE_RegionalMedicalCenterofSanJose,0.24418294143999997,40.04
37.956666666639975,-122.04305555551058,70.11283654165948,HEMORRHAGIC,ROUTE_RegionalMedicalCenterofSanJose,0.332798237671967,54.995,ROUTE_WalnutCreekMedicalCenter,0.3177428950174258,12.711666666666668,ROUTE_RegionalMedicalCenterofSanJose,0.332798237671967,54.995,ROUTE_RegionalMedicalCenterofSanJose,0.332798237671967,54.995
37.7366666666398,-122.49333333328872,224.93741961940947,HEMORRHAGIC,ROUTE_ChineseHospital,0.24418294143999997,23.561666666666667,ROUTE_UCSFHelenDillerMedicalCenteratParnassusHeights,0.24418294143999997,10.901666666666667,ROUTE_KaiserPermanenteRedwoodCity,0.24418294143999997,36.64833333333333,ROUTE_KaiserPermanenteSouthSanFranciscoMedicalCenter,0.24418294143999997,18.825
37.97972222219555,-122.2963888888441,96.87411421105377,HEMORRHAGIC,ROUTE_KaiserPermanenteRedwoodCity,0.32443600059613914,64.94666666666667,ROUTE_OaklandMedicalCenter,0.24418294143999997,22.778333333333332,ROUTE_KaiserPermanenteRedwoodCity,0.32443600059613914,64.94666666666667,ROUTE_KaiserPermanenteSouthSanFranciscoMedicalCenter,0.2627872611276355,50.47666666666667
37.67444444441752,-121.73611111106588,125.49717607486403,LVO,ROUTE_RegionalMedicalCenterofSanJose,0.3225418028110744,44.718333333333334,ROUTE_WalnutCreekMedicalCenter,0.24418294143999997,36.394999999999996,ROUTE_RegionalMedicalCenterofSanJose,0.3225418028110744,44.718333333333334,ROUTE_RegionalMedicalCenterofSanJose,0.3225418028110744,44.718333333333334
37.433611111084005,-122.21111111106626,205.02127281058452,NLVO,ROUTE_ChineseHospital,0.24418294143999997,50.89833333333333,ROUTE_StanfordHospital,0.24418294143999997,10.85,ROUTE_StanfordHospital,0.24418294143999997,10.85,ROUTE_StanfordHospital,0.24418294143999997,10.85
